!Series_title	"Microarray analysis of male flies selected for increased aggressive behavior"
!Series_geo_accession	"GSE5335"
!Series_status	"Public on Aug 18 2006"
!Series_submission_date	"Jul 18 2006"
!Series_last_update_date	"Jul 06 2016"
!Series_pubmed_id	"16906161"
!Series_summary	"We generated 4 separate subpopulations of selected flies from 1 starting population of a mixture of Canton-S flies.  Two of the populations (AggrI and AggrII) were selected for increased aggression by picking males from a population cage that engaged in the most intense fighting (known as escalation behavior).  Thirty males were selected every generation (from a total of 120 males per cage) per line and mated with random virgin females from that same generation.  Two control populations (NeutrI and NeutrII) were selected by picking random males from the population cage after 15-30 aggressive males were removed.  After 21 generations of selection males from the Aggr lines were dramatically more aggressive than males from the Neutr lines.  The Neutr lines did not significantly differ from the starting population although a trend of decreased aggression was visible."
!Series_summary	"Keywords: selection for male aggression"
!Series_overall_design	"Four populations were analyzed.  Two were selected for increased aggression and two were reference groups, selected for a decrease but with no significant effect."
!Series_type	"Expression profiling by array"
!Series_contributor	"Herman,A,Dierick"
!Series_contributor	"Ralph,J,Greenspan"
!Series_sample_id	"GSM120838 GSM120858 GSM120859 GSM120860 GSM120861 GSM120862 GSM120863 GSM120864 GSM120865 GSM120866 GSM120867 GSM120868 "
!Series_contact_name	"Herman,Albert,Dierick"
!Series_contact_email	"dierick@nsi.edu"
!Series_contact_institute	"The Neurosciences Institute"
!Series_contact_address	"10640 John J. Hopkins Drive"
!Series_contact_city	"San Diego"
!Series_contact_state	"CA"
!Series_contact_zip/postal_code	"92121"
!Series_contact_country	"USA"
!Series_platform_id	"GPL72"
!Series_platform_taxid	"7227"
!Series_sample_taxid	"7227"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA96353"

!Sample_title	"Head_AggrI_Gen21_rep1"	"Head_AggrI_Gen21_rep2"	"Head_AggrI_Gen21_rep3"	"Head_AggrII_Gen21_rep1"	"Head_AggrII_Gen21_rep2"	"Head_AggrII_Gen21_rep3"	"Head_NeutrI_Gen21_rep1"	"Head_NeutrI_Gen21_rep2"	"Head_NeutrI_Gen21_rep3"	"Head_NeutrII_Gen21_rep1"	"Head_NeutrII_Gen21_rep2"	"Head_NeutrII_Gen21_rep3"
!Sample_geo_accession	"GSM120838"	"GSM120858"	"GSM120859"	"GSM120860"	"GSM120861"	"GSM120862"	"GSM120863"	"GSM120864"	"GSM120865"	"GSM120866"	"GSM120867"	"GSM120868"
!Sample_status	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"	"Public on Aug 18 2006"
!Sample_submission_date	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"	"Jul 18 2006"
!Sample_last_update_date	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"	"Jul 21 2006"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Head_AggrI_Gen21_rep1"	"Head_AggrI_Gen21_rep2"	"Head_AggrI_Gen21_rep3"	"Head_AggrII_Gen21_rep1"	"Head_AggrII_Gen21_rep2"	"Head_AggrII_Gen21_rep3"	"Head_NeutrI_Gen21_rep1"	"Head_NeutrI_Gen21_rep2"	"Head_NeutrI_Gen21_rep3"	"Head_NeutrII_Gen21_rep1"	"Head_NeutrII_Gen21_rep2"	"Head_NeutrII_Gen21_rep3"
!Sample_organism_ch1	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"	"Drosophila melanogaster"
!Sample_characteristics_ch1	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S"	"Line: Canton-S"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"	"Line: Canton-S selected"
!Sample_characteristics_ch1	"Gender: male"	"Gender: male"	"Gender: male"	"Gender: male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"
!Sample_characteristics_ch1	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"	"Age: 5 days"
!Sample_characteristics_ch1	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"	"Tissue: head"
!Sample_treatment_protocol_ch1	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were selected for aggressive behavior for 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"	"Male flies were randomly selected from population cage with 120 males after 15-30 aggressive males were removed over the course of 21 generations"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"	"Trizol extraction"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"
!Sample_taxid_ch1	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"	"7227"
!Sample_hyb_protocol	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"
!Sample_scan_protocol	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"	"Standard Affymetrix"
!Sample_description	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"	"Males were frozen in groups of ~120 between 2:00 and 2:30 PM at 5 days of age, and were randomly collected from culture bottles and stored in groups of ~40"
!Sample_data_processing	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"	"MAS5.0"
!Sample_platform_id	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"	"GPL72"
!Sample_contact_name	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"	"Herman,Albert,Dierick"
!Sample_contact_email	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"	"dierick@nsi.edu"
!Sample_contact_institute	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"	"The Neurosciences Institute"
!Sample_contact_address	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"	"10640 John J. Hopkins Drive"
!Sample_contact_city	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"	"San Diego"
!Sample_contact_state	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"
!Sample_contact_zip/postal_code	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"	"92121"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"	"14010"
!series_matrix_table_begin
"ID_REF"	"GSM120838"	"GSM120858"	"GSM120859"	"GSM120860"	"GSM120861"	"GSM120862"	"GSM120863"	"GSM120864"	"GSM120865"	"GSM120866"	"GSM120867"	"GSM120868"
"141200_at"	446.7	160.5	138.9	373.1	415.6	875.2	236	322.3	128.9	407.1	494.9	438.8
"141201_at"	236.4	988.4	227.4	1098.7	1156.7	198	1076.5	710.9	404.5	1138.3	687.2	201.7
"141202_at"	3148.4	3441	3507.5	4072.2	4049.1	4114.3	3845.1	4058.6	3649.5	3512.6	3681.7	4414.3
"141203_at"	3625.4	2690	3471.3	3235.4	2857.5	3686.9	4757.8	4122.3	2857	3152	3949.1	4490.2
"141204_at"	2465.8	2543.6	2103.6	1529.1	1836.8	1767.6	2268.5	2035.8	1672.9	2227	2261.1	2202.3
"141205_at"	3123.2	2356	3407.4	1980.9	2846.4	2799.1	3387.2	3002.5	2714.2	2480.6	3368.5	3170.3
"141206_at"	4364.6	5883.4	5202.1	3850.8	4791.7	5147.5	6584.1	5380	6630.4	4350.3	4908.4	6138
"141207_at"	1008.4	667.5	469	825.4	950.9	735.4	1624.2	1274	819.9	905.1	649.5	912
"141208_at"	9492.1	6969.7	9943.9	6875.1	9944.3	8010.4	8104.1	9025	5496.1	10517.3	11882.8	10248.3
"141209_at"	3183.8	3439.8	4874.5	2844.2	3273	2812.4	3130.2	3295.2	4957.7	4282	3084.4	4939.1
"141210_at"	524.2	209.1	353.4	257.2	215.5	621	575.7	187.9	304.1	512.4	475.1	328.2
"141211_at"	1967.8	1840.7	1847	1604.8	1245.9	2114.4	2417.9	1898.2	1191.2	1593.5	1970.7	2011
"141212_at"	13299.6	14762.9	12858.3	11188.5	11446.4	12334.3	10244.7	10985.6	11824.4	13015.8	11555.3	12283.5
"141213_at"	9146.6	8953.3	10250.9	9086.8	8940.4	9337.5	8920.3	8843.7	7703.7	10210.7	10309.8	11617.6
"141214_at"	8703	9020	10150.5	10106.2	10060.1	9296.1	9360.2	9483.9	10379.2	10110.9	10611.2	7091.6
"141215_at"	1534.6	1876	1858.3	2125.2	2289.2	1798.5	1689.7	2033.1	3104.3	2292.6	3222.6	1803.4
"141216_at"	1177.4	2211.8	1254	1149.5	2061.2	2179.1	1674.7	1937.7	1355.4	1544.6	1372.8	2206.7
"141217_at"	15170.2	13427.7	15397.9	17838.8	12239.4	13709.6	14093.2	16862.5	14910.3	14377	15235.6	13893.4
"141218_at"	6700.6	5874.1	6832.7	6382.4	6959.5	6954.3	8152	8875	7264.3	7475.6	7858.1	9351.6
"141219_at"	1151.7	984.7	993.2	769	893.9	810.2	1131.5	1190.2	871.6	1038	1395.2	841.4
"141220_at"	2097.8	2155.6	2359.7	2186.9	2887.3	2484.2	3174.5	3323.6	2656.3	2589.2	2762.9	2498.4
"141221_at"	875.2	720.6	543.7	746.1	617.3	966.2	866.1	366	556.2	654.6	562.4	433.9
"141222_at"	6352.3	6036.3	5688.8	6976.2	5597.1	6581.4	6481.4	5540.5	7504.3	6417.8	5825.8	5879.8
"141223_at"	791.3	1180.8	1066.5	1399.6	1090	991.9	798.9	917.3	752.7	1095	1130.4	1099.3
"141224_at"	3068.2	3145.1	3026.7	2968.1	3125.4	3532.7	3192.7	3141.7	2692.4	2701.6	3057.4	3815.4
"141225_at"	314.2	469.1	1083.2	1075.1	1055.5	999.7	705.7	1512	928.2	897.3	1124.8	1175.7
"141226_at"	6623.6	6640.5	7096.7	9010.8	7722.6	6632.6	6816.3	7019.9	5947.4	6697.8	6773.7	6126.1
"141227_at"	1489.4	1516.9	1771.2	1677.3	516.4	1594.8	1405.4	1404.7	1523.1	1534.4	1238.3	1423.4
"141228_at"	4806.8	3911.2	4546.1	3447.3	3878.4	3026.1	3409.6	4084.4	4053	4887.8	3644.1	3129.4
"141229_at"	3056	3700.3	3311.2	3009.3	2770.6	3151.7	3063.7	3097.3	3407.7	2235.6	2899	3307.7
"141230_at"	2445.2	2458	2213.8	1753.6	1787.9	1818.6	2277.5	2032.6	1172.4	1777.8	1991.7	1515.1
"141231_at"	7500.8	8547.5	8925.9	7321.3	7190.1	7250.4	7401.8	6880.5	7630.7	8225.5	7543.9	7143.9
"141232_at"	2750.8	4058	2397.1	3065.3	4063.9	2716.3	4027.6	3050.6	3281.1	1593.6	1925.3	3749.8
"141233_at"	662.6	346.8	379.9	600.3	604.5	641	1025.5	1187.2	1018.5	507	808.2	967.1
"141234_at"	486.4	932.3	641.4	611.1	738	698.1	710.1	511.1	1004.3	473.8	936.8	969.5
"141235_at"	2013.5	1870.3	1757	1974.5	1315.2	1365.6	1977.7	1927.5	1658.2	2584.7	2230.1	2188.5
"141236_at"	1216.5	970.8	1205	867.8	535.1	987.6	948.5	1510.6	542.2	1515.2	1275	1432.1
"141237_at"	1758.7	2218.5	1936.3	1310.4	1581.5	2592.1	1923.3	1729	2079.5	1367	1827.1	2204.1
"141238_at"	264	107	322.6	170.7	541.5	453.3	274.9	282.5	292.3	338.6	339.3	481.6
"141239_at"	213.2	72.3	248.5	216.8	591.9	313	425.4	453.9	389.9	28.7	383.5	280.8
"141240_at"	903.2	1053	857.1	875.1	740.4	1013.3	1163.5	999.5	962.3	968.7	888.8	1061.1
"141241_at"	894.4	795	1198.1	1016.5	1249.4	1343.9	1207.9	1538.9	933.8	1516.8	1517.6	1867.4
"141242_at"	11280.6	8864.6	9428.9	11243.6	9734.9	9162.2	9355.9	10004.8	8968.3	11217.3	13149.2	13271.7
"141243_at"	404.9	656.1	556.2	523.1	515.5	541.1	380.9	429.6	570.2	418	329.8	381.7
"141244_at"	1687.2	1202.7	1457	2025.1	1394	2345.6	2282.8	1953	1798.3	1814.7	1873	2567.8
"141245_at"	113.8	69.7	165.9	54.7	159.9	157.1	73.1	164.2	134.4	156.4	22	118.3
"141246_at"	4977.8	5580.8	4733.9	4826.7	6111.4	4247.7	4548	4765.2	4299.8	6140.6	4995.1	5042.5
"141247_at"	3273.5	2554	3040.9	1899.3	2191.2	2075.4	3639.7	3727.7	2931.7	3928.4	3877.5	3526.2
"141248_at"	1533.5	2300.6	1977.8	1796	2292.2	1923.1	1993.6	2358.5	1932.2	1768.6	2537.9	2774
"141249_at"	353.4	365.7	378.4	74	89.1	114.3	106.6	76.8	168.9	91.3	54.9	65.8
"141250_at"	1039.6	792.1	1541.8	1389.7	1078.2	620.9	981.4	1026.7	1166.6	1278	836.3	1032.2
"141251_at"	6629	5892.8	6554.8	5982.3	6955.1	6031.6	5615.2	6193.1	6151.1	6924.8	6308.8	6091.6
"141252_at"	394.1	359.3	367.7	472.2	467.6	489.4	625.9	425.3	528.6	424.8	576.6	489.7
"141253_at"	378.9	604.2	641.5	466	481.9	653.2	666.8	803.2	751.8	556.6	476.9	626.4
"141254_at"	4266.7	4953.6	3117.5	3055.1	3716.6	4002.3	3978.1	3768.8	3869.7	4089.8	5004.6	4606.5
"141255_at"	3791.5	3219	3202.5	3393.3	3804	3211.4	3255.7	3071.6	2465.7	2941.9	3630	3759.5
"141256_at"	1203.1	925.6	1118.7	1271.2	1377.7	1046.7	1217.1	1280.2	845.2	1112.3	1117.6	1083.2
"141257_at"	4479.4	4759.3	4312	4202.4	4968.9	4521.3	4221.6	4580	4391.7	5502.2	5085.7	4933.3
"141258_at"	695.1	490.1	651.4	373.2	392.5	415.3	553.8	356.1	567.2	386.9	566.1	335
"141259_at"	86.9	314.3	89.9	95.2	419.1	82.6	173	286.2	215.6	369.2	232.8	138.1
"141260_at"	11221.5	8288.9	10122.7	9607.2	11705.8	9709.3	9600.1	10819.2	9120.9	11313.1	11143.7	11078.4
"141261_at"	1589	2133.4	2212.8	1928.7	2153.7	2216.3	1952.5	1734.3	2284.6	2359.5	1836	2114
"141262_at"	1610.8	1623.8	2064.8	2241.4	1966.5	2057.4	1493.7	1871.2	2279	2161.3	2131.8	2087.4
"141263_at"	310.5	481.5	326.1	27.1	312.7	391.1	284.4	398.8	455.2	563.4	409.9	285.5
"141264_at"	325.5	173	89.1	161.8	72.5	215.5	130.8	165	101.2	51.8	116.9	332.4
"141265_at"	1477.3	1899.8	1849	1711.5	1743.5	981.9	1658.1	1422.8	1690.7	1757.5	1550.6	1639.7
"141266_at"	240.3	106.5	414.5	172.9	377	438.9	127.1	365.3	529.7	560.5	617.8	173.2
"141267_at"	5991.4	6705.3	5970.5	6382.6	7249.1	7061.2	6563.3	6031.7	6573.7	6773	6310.7	5489.3
"141268_at"	8050.1	8557.7	8999	9218.5	6553.6	8816.5	8827.8	9340.9	8337.8	9418.7	8954.7	8934.5
"141269_at"	6823.5	5107.9	5234.8	5125.3	5702.9	6640.7	6573.4	6741.1	6731.3	6321.3	6329.3	5834.9
"141270_at"	521.9	621	733.9	440.5	892.3	203.1	1017	1235.1	339.8	986.2	793.3	878.6
"141271_at"	4303.8	3267.4	6550.3	5073.4	3806.1	4510.1	4986.1	5228	5772.2	4790.9	5473.7	5099.5
"141272_at"	1900.9	1899.8	1932.2	2013.5	2023.7	2488.4	2309.7	2443.7	1852.1	3021.7	2758.7	2475
"141273_at"	651.5	526.8	615.1	657.9	453.8	753.3	382.3	450.6	1253.5	703.7	702.6	618
"141274_at"	1132.1	1133.4	320.7	1625.4	1034.9	1196.8	937.8	1301.3	1096.2	1270.3	1298	1102.5
"141275_at"	436.5	206	198.8	193.8	454.4	411.8	331.5	383.2	517.4	369.9	514.7	460.5
"141276_at"	2953.4	4177.1	4272.7	3145	3592.9	3171.3	3881.4	3288.4	4949	3550.4	3001.9	2625.9
"141277_at"	713.4	563.5	915.8	806.9	563.1	634.4	875.4	744.1	760.8	733.2	557.1	747
"141278_at"	13812	12966.2	14277.6	14231.8	14966.6	15510.9	14276.4	14548.5	13772.9	13422.8	14191.4	13892.2
"141279_at"	3123.9	2195.8	2668.4	3503.3	3798.9	3149.3	4192.2	6035	3770.9	2958.4	3145.4	3469.8
"141280_at"	1502.2	1624	1216.2	1085.7	1776.6	1574.4	2010.6	1755.7	1759.4	2418.8	1360.3	1766
"141281_at"	2895	2374	3137	2345.1	3111.4	2929.7	3041.7	2524.7	3633.4	2427.6	2655.8	2580.4
"141282_at"	80.7	49	346.4	262.8	409.6	432.7	267.7	73.4	100.3	111.4	106.1	96.4
"141283_at"	3383.6	2829	2497.7	2424.9	2812	2827.7	2659.5	2694.6	1904.8	2383	3087.4	3072.8
"141284_at"	138.8	268.4	118	583	109	414.5	177.3	541.4	229.4	259.8	153.5	287.8
"141285_at"	1239.7	1092	1198.7	1631.1	1524.9	1800.9	1360	1265.7	1427.7	1025.3	1506.2	1592.1
"141286_at"	36.1	171.8	156.1	21.1	31.8	22.9	33.9	13.9	61.2	31.5	17.7	53.6
"141287_at"	294.2	575.8	423.9	217.4	388.2	358.4	74.4	65.9	657.9	298	396.4	251.4
"141288_at"	1420.7	736.5	1088.6	871.5	919.1	1113.4	1208.5	1236.2	969.1	974	880	1390
"141289_at"	19844.5	20285.3	16857.4	18247.8	16705.5	16000.3	11856.8	16600.4	13616.2	12658.8	13805.4	10361.5
"141290_at"	2253.7	3241.6	2641.5	2358.9	2505.6	2996.9	4008.6	5056.3	4120.2	3914.6	4574.9	5625
"141291_at"	2130.4	1842.8	2595.5	1739.1	1809.7	2050.4	2230.4	2106.2	2084.1	1372.7	2153.5	2134.9
"141292_at"	1534.3	2026.6	1602.2	1664.2	1876.3	1849.9	1942.4	2035.2	1427.5	2040	1789.2	1664.2
"141293_at"	2652	2019.3	2669.9	2908.7	2393.2	2017.9	3225.9	3219.3	2360.1	4104	3482.8	3709.2
"141294_at"	144.9	392.3	290.5	271.2	70.3	123.1	164.8	315.6	310.2	360.2	601.9	190.7
"141295_at"	169.6	481	74.5	146.9	299.8	301.9	99.7	578.3	30.4	327.3	182	151.5
"141296_at"	4893.6	3573.3	4628.8	4089.9	4523.8	3573.6	4089.3	4999.2	4244.7	4549.6	4607.8	3881.3
"141297_at"	108.7	218.3	135.7	139.2	117	118.2	110.2	106.8	180.1	73.5	75.9	59.1
"141298_at"	5787.6	6482.6	6189	6157.7	5921	5882.3	5370.1	5956.6	6284.9	6027.1	5882.1	6141.8
"141299_at"	799.5	1088.7	935.1	662	1103.4	827.3	1133.7	828.1	733.1	904.7	679.6	1113.7
"141300_at"	1061.2	1059.5	761.7	782.1	999.5	934.9	930.8	784.4	993.2	1436.6	1155.2	989.9
"141301_at"	2049.9	2380.3	2665.4	1515.8	2497.8	2594.5	3005.2	3064.2	2827.4	2601.9	3399.2	2872.3
"141302_at"	1102.9	187.4	555.2	325.4	1189.2	457	670.7	158.7	1018.8	542.9	147.2	281.7
"141303_at"	53.5	243.8	116.8	72.1	117.7	416.1	491.7	57.9	704.3	442.6	237.2	67.1
"141304_at"	89.9	50.8	209.9	159.9	373.9	501.3	308.6	386.8	127.3	388.6	377.2	111.5
